origin,heard,identical,read,time_transcription
"Hey, I'm more cop than you two!",amuka from YouTube,False,True,0.9145830890047364
How do you figure that?,how do you take a nap,False,True,0.6098146910080686
"Hello! I'm in the front seat, okay? I'm Gary's partner!",I'm in the front seat okay I'm Jerry partner,False,True,0.9066565209941473
I guess so.,I guess so,False,True,0.6105495490046451
Here you go. Thank you!,you fake,False,True,1.0167098980018636
"Wait, Rach! Where's the other one?",,False,False,0.21825927999452688
"Oh what, you-you want both of them?",oh what you do on both of us,False,True,0.4944914850057103
"Rachel Karen Green, where's the other earring?!",Rachel Karen green where is the other earring,False,True,0.9169795340130804
"Okay, okay, okay, look, just don't freak out, but I kinda lost it.",don't freak out but I kind of lost,False,True,0.7092941029986832
"I know it's in the apartment, but I",Apartments,False,True,0.8082750839967048
"Well, what am I going to tell Monica? She wants to wear them tonight!",tell Monica she wants to wear them tonight,False,True,1.0160385530034546
Tell her to wear her own earrings.,how to wear earrings,False,True,1.2155704260076163
These,,False,False,0.23116016799758654
Nooo! Nooooo! You lent me Monica's earrings?! I'm not allowed to borrow her stuff!,,False,False,0.7477375989983557
Why not?,,False,False,0.35815340898989234
Because I lose her stuff!,,False,False,0.5804872379958397
"Uh Phoebe, can I see you for a second?",,False,False,0.45430752099491656
Yeah!,,False,False,0.4163899639970623
Whats going on?,,False,False,1.056494226999348
Chandlers gone again!,again,False,True,0.3040706140018301
Oh my God! Why would you play hide and seek with someone you know is a flight risk?!,oh my God why would you play hide and seek with someone you know is a Flight Risk,False,True,1.009772029996384
Okay. You ready to push again?,you ready for today,False,True,0.7097174710070249
I already had a baby. Leave me alone.,I already had a baby leave me alone,False,True,0.5054416460043285
"Okay, okay, come on, you can do it. You can do it!",you can do it you can do it,False,True,0.7069485740066739
Yeah!!,,False,False,0.7123191799910273
Little Leslie is here!,,False,False,0.5062615470087621
We got another one!,,False,False,0.4062463239970384
"Oh my God, I can't believe I have two-two children.",I can't believe I have,False,True,0.9181617479916895
How scary is that?,hug.,False,True,0.8126960770023288
"Come on little Chandler, it's time to be born. Come on little Chandler! Come on!",come on little Shameless time before,False,True,2.1385199979995377
"All right, he's coming. He's coming!",tell me he's coming,False,True,0.7076112919894513
"Hey, where's his thing?",hey when does Ben,False,True,0.8123600600083591
Chandler's a girl!,,False,False,0.6089586440066341
"Oh God, kindergarten flashback.",oh God kindergarten flashback,False,True,0.5062311359943124
They musta read the sonogram wrong.,,False,False,0.6073662340058945
"Cause they, 'cause they thought it was a boy, but Chandler's a girl!",,False,False,1.2107138680003118
Chandler's a girl!,,False,False,0.6067705309978919
"Okay, keep saying it!",,False,False,0.5096245649910998
Am I too late?!,,False,False,0.6067180399986682
"No-no ah, everything's okay. Everybody's healthy there's 30 fingers and 30 toes.",30 fingers and 30 toes,False,True,0.6075759429950267
We have our babies?,,False,False,0.5085841029940639
Yeah.,,False,False,0.406127515991102
"Oh, we have our babies.",,False,False,0.3031296409899369
Hey Toby!,,False,False,0.5086316310043912
Hey Bobby.,,False,False,0.3010720320016844
"Its Bob actually. Hey, you work up here, can you tell me where this Chandler",Bob actually you work up here can you tell me what is Chandler Bing's office is,False,True,1.4154997950099641
"Uhh yeah. Yeah, its  right, right down there.  Right there, yeah. Can I ask you why?",,False,False,1.20805229000689
"I want to talk to that bastard, see what his problem is.",,False,False,0.6051146789977793
"Okay Bob listen uhh, Im the reason you didnt get the job up here.",I'm the reason you get the job,False,True,1.0054899440001464
Toby dont.,Toby Jones,False,True,0.716152612993028
Bob!,,False,False,0.25314607299515046
Toby! Im not gonna let you cover for him. Anything you say right now will just get me more upset with Chandler!,I'm not going to let you cover for him,False,True,1.1142087189946324
Thank you.  Oh Joey and look at this crib! Its so cute!,I want you to stay to thank you,False,True,1.3482516329968348
I know! I found it on the street.,hello,False,True,0.6080414259922691
Are you seriousReally?! Its in such good condition.,,False,False,0.8399953989865026
Yeah.,condition,False,True,0.6774520570033928
Wow! Whoa-whoa whats under the covers?,,False,False,0.7085034259944223
I dont know.,,False,False,0.38414701000147033
Its moving.,,False,False,0.2297362060053274
Ew.,,False,False,0.395269244996598
Its stillIts got a tail! Get it out of here! Get it out of here!!,,False,False,0.5096824640058912
Ooh! Ah! Okay!,,False,False,0.40666300199518446
"Well, I went over to Kyles last night to pick up a few things and we got to reminiscing",well I remember to Kyle's last night to pick up a few things and we got to reminisce,False,True,1.0046164090017555
we talked through most of the night and we realized that the reason we were so angry at each other was because there are still feelings there. So,detoxing most of the night and we realized the reason we're so angry with each other's because there are still feelings there,False,True,1.3066282769868849
Oh just say it Kyle!,,False,False,0.60837677399104
Were gonna give it another try.,going to give it another try,False,True,0.8135722599981818
What about her whining and her constant need for attention?!,what about her whining in her constant need for attention,False,True,1.3202169550058898
Im gonna work on that.,I'm going to work on that,False,True,0.4075173769961111
"Oh right, because youre so capable of change.",,False,False,0.5051552630029619
"Yknow, he hums when he pees!",Holmes when he pees,False,True,0.8120788710075431
I do know.,I dunno,False,True,0.3836470160022145
"It makes him miss the bowl, but whatever.",make some miss the bowl but whatever,False,True,0.5234620069968514
Were so sorry.,we're so sorry,False,True,0.7102321050042519
"Thats all right, we-we dont need you. In fact, hey Im over it already.",that's all right we we don't need you,False,True,0.7064385809935629
"Yeah, and yknow what? I dont give a tiny rats ass.",you know what I don't even give a tiny rats hat,False,True,0.7072322729945881
"Yeah, were gonna go.",yeah we're going to go,False,True,0.39957062900066376
"Im sorry. Ugh, Pheebs, you were, you were right about her. Yknow, she",I'm sorry you were right about her,False,True,1.2129197719914373
"Oh. Yknow, he hums while he does other stuff to.",he hums while he does other stuff too,False,True,1.2205295479943743
"Yeah, we're better off without them.",better off without them,False,True,0.8091466919868253
"And yknow, even if they break up again, youd better not let him in your sad mens club!",even if they break up again you better not let him in your stead men's club,False,True,1.0192974640085595
Divorced mens club.,divorced men's club,False,True,0.8131954499986023
Why isnt that valet back with my Porsche?,,False,False,0.9131688280031085
Maybe because youve got the keys?,Eddie because you've got the key,False,True,0.6089486900018528
This is totally your fault!,,False,False,0.40572123099991586
My fault?! You threatened the judge!,my fault,False,True,1.1212534829974174
"Well, you ripped the paper out of the court reporters machine!!",,False,False,0.6059982409933582
Phoebe!,,False,False,0.27797357000235934
Yeah?,,False,False,0.09606505099509377
Have you seen Chandler?!,,False,False,0.543211734999204
No! Why?,no,False,True,0.40615596099814866
The woman from the museum called and said that there was a cancellation and that we could move up our wedding and Chandler heard!,the woman from the museum called and said that there was a cancellation and that we can move up our wedding and Chandler,False,True,1.3200688640063163
I know!,,False,False,0.23752047399466392
How bad is this?,,False,False,0.4728256579983281
"Well for the regular guy, its bad, but Chandler, Oh dear God!",well for the regular guy is bad with Chandler's oh dear God,False,True,2.3185818970086984
I know! I know! And he totally freaked out and I cant find him anywhere!,I know I know any totally freaked out and I can't find him anywhere,False,True,0.8397436009981902
What are you gonna do?,40 minutes,False,True,0.5087766479991842
"Well, Im never gonna listen to you again, thats for sure!",I'm never going to listen to you again that's for sure,False,True,0.8131855620013084
"""Yknow, harm can it do if you go and put your name down?""",and what harm can I do if there are you put your name now,False,True,1.2048888749995967
Rachel said that!,,False,False,0.7305275479884585
Well Rachels not here!,,False,False,0.1480569589912193
"Come on, come on.",,False,False,0.5639894589985488
"Damnit, damnit, damnit, damnit.",,False,False,0.8100367629958782
This is all your fault.,,False,False,0.3049825349880848
"This is supposed to be, like, the greatest day of my life, y'know?",greatest day of my life,False,True,0.8120884099917021
"My son is being born, and I should be in there, you know, instead of stuck in a closet with you.",,False,False,1.115694899999653
The woman I love is having a baby today. I've been waiting for this just as much as you have.,the one that love is having a baby today I've been waiting for this just as much as you,False,True,0.8115858639939688
"No no no, believe me.",,False,False,0.40573737100930884
"No one has been waiting for this as much as I have, ok?",,False,False,0.5069055049971212
And you know what the funny thing is?,,False,False,0.40433244399901014
"When this day is over, you get to go home with the baby, ok?",,False,False,0.6084200650075218
Where does that leave me?,,False,False,0.40753549299552105
You get to be the baby's father.,you get to be the baby's father,False,True,0.6094458180014044
Everyone knows who you are.,,False,False,0.5089160420029657
Who am I?,,False,False,0.6081779800006188
"There's Mother's Day, there's Father's Day, there's no... Lesbian Lover Day.",did know what did leopard,False,True,0.8140063649916556
Every day is Lesbian Lover Day.,,False,False,0.6085860269959085
This is so great.,No Gray,False,True,0.5052132929995423
You wanna explain that?,explain that,False,True,0.5076823010022053
"I mean, well, 'cause when I was growing up, you know my dad left, and my mother died, and my stepfather went to jail, so I barely had enough pieces of parents to make one whole one.",because when I was growing up you know my dad left and my mother died and my stepfather went to jail so I've barely had enough pieces of parents to make one home,False,True,1.8361495889985235
And here's this little baby who has like three whole parents who care about it so much that they're fighting over who gets to love it the most.,I care this little baby who has 63 whole parents who care about it so much that they're fighting over who gets to live at the most it's not even born yet,False,True,2.0256717419979395
And it's not even born yet.,it's not even born yet,False,True,0.5058423269947525
"It's just, it's just the luckiest baby in the whole world.",it's the luckiest baby in the whole world,False,True,0.5047893400042085
"I'm sorry, you were fighting.",I'm sorry you were fighting,False,True,0.35283431300194934
"Okay, it's a typical New York City apartment. Two girls are just hanging out.",look at the typical New York City Park two girls hanging up,False,True,1.4719320009899093
"Hi, how are you doing Kelly?",Hi how are you doing Kelly I'm doing just fine,False,True,0.7068558160099201
"I'm doing just fine! God, Tiffany, you smell so great!",God diffine you smell so great,False,True,0.8090154340025038
It's my new perfume. Why don't you come closer where you can,it's my new perfume why don't you come closer where you can really appreciate it,False,True,1.2130610849999357
"Oh, y'know Joey, you are sick!",do you know Joey,False,True,0.8135496360046091
This is disgusting!,,False,False,0.40715174700017087
I'm not reading this!,,False,False,0.3933679659967311
What?! Wait-wait-wait! The handsome man was about to enter!!,the man was about to answer,False,True,1.5363021350058261
"All right, I'll give you this, Mr. Peanut is a better dresser.",alright I'll give you this mr. peanut is a better dresser,False,True,0.8081102029973408
"I mean he's got the monocle, he's got the top hat...",I mean got the Monical's got the top hat,False,True,0.9175794210023014
You know he's gay?,you know he's gay,False,True,0.6092227560002357
I just wanna clarify this: are you outing Mr. Peanut?,I just want to clarify this are you outing mr. peanut,False,True,0.8100926159968367
"Danielle! Hi! Uh- everybody, this is Danielle, Danielle, everybody.",Chandler Danielle hi everybody this is Danielle Danielle,False,True,1.1130265530082397
Hi. Hi.,hi,False,True,0.5043469070078572
What are you doing here?,what are you doing here well I've been call,False,True,0.6123275400022976
"Well, what?",,False,False,0.40535954700317234
What?,,False,False,0.2805569420015672
What is it?,,False,False,0.228957849991275
That she left you?,you left you,False,True,0.41727570300281513
That she likes women?,,False,False,0.3983267599978717
That she left you for another woman that likes women?,women that she left you for another woman that likes,False,True,0.7098596389987506
"Little louder, okay, I think there's a man on the twelfth floor in a coma that didn't quite hear you...",little louder okay I think there's a man on the 12th floor in a coma who didn't quite hear you,False,True,1.0129345860041212
Then what?,then what,False,True,0.5084738099976676
My first time with Carol was...,my first time was kind of weak,False,True,0.9140053610026371
What?,what,False,True,0.4088549360021716
It was my,it was my first,False,True,0.40809786699537653
With Carol?  Oh.,who's Carol,False,True,0.5119057720003184
"So in your whole life, you've only been with oneoh.",in your whole life you only been with one,False,True,0.8125903359905351
"Whoah, boy, hockey was a big mistake! There was a whole bunch of stuff we could've done tonight!",hello boy hockey was a big mistake. There's a whole bunch of stuff,False,True,1.5144537209998816
Hi. Where is everybody?,where is everybody,False,True,0.7112053759919945
"Oh, its already closed, Chris gave me the keys to lock up-what is wrong?",already closed,False,True,1.524402712995652
"My marriage, I think my marriage is um, is kinda over.",unmarried I think my marriage is dumb kind of over,False,True,1.308139929009485
Oh no! Why?,why,False,True,0.5058848820044659
"Cause Carols a lesbian.  And, and Im not one. And apparently its not a mix and match situation.",cuz Carol's a lesbian and and I'm not one apparently it's not a mix-and-match situation,False,True,2.1218087720044423
"Oh my God! I dont believe it! Oh, you poor bunny.",God I don't believe it,False,True,1.414253162991372
Im an idiot.,I'm an idiot,False,True,0.3751273459929507
"I mean shoulda seen it, I mean Carol and Id be out and shed, shed see some beautiful woman, and, and shed be Ross y'know look at her, and Id think, God, my wife is cool!",online be out and see some beautiful woman and don't look at her and I think,False,True,2.574853974991129
"Aw! Hey, do you think that Susan person is her lover?",did you think that Susan person is our lover,False,True,1.410692891004146
"Well, now I do!!",well now I do,False,True,0.5054035170032876
Im sorry.,,False,False,0.3050643220049096
Seven years.,souvenir,False,True,0.7090263510035584
"I mean weve been together seven years, shes the only woman whos ever loved me, and the only woman Ive-Ive ever....",the only woman I ever loved me,False,True,1.4122084870032268
"Aw, God Ross. Oh.",,False,False,0.4311380979925161
Ill do it.,I'll do it no you won't,False,True,0.48194273399712984
No you wont.,,False,False,0.20385521098796744
"Look he knows he did a terrible thing and I believe him, hes sorry.",you know she did a terrible thing and sorry but you got one more apology to me,False,True,1.269114812996122
"But,  youve got one more apology to make, all right, youve got to apologize to Mary-Angela.",sorry but you got one more apology to make alright you got to pologize to Marianne,False,True,1.3652387800102588
"Okay, absolutely!",okay absolute,False,True,0.40761559500242583
All right.,alright,False,True,0.4072726029990008
Youve got it.,,False,False,0.24965183799213264
"Cookie, now you can punch him!",now you can punch,False,True,0.3583367960090982
What?!,,False,False,0.30046781100099906
"All right, that's it, I quit.",alright that's it I quit,False,True,0.5125293580058496
What? I didn't say anything.,I didn't say anything,False,True,0.5089433609973639
"Yeah, but this  isn't the face of a person who trusts a person.",yeah but this isn't the face of a person who trusts a person,False,True,0.7068038970028283
"Ok, this  is the face of a person who, you know, doesn't trust a person.",okay this is the face of a person who you know doesn't trust a person,False,True,0.9095045420108363
"I'm sorry. I'm sorry, Phoebe. It's just a little shorter than what we had discussed.",I'm sorry sorry. Just a little shorter than what we had,False,True,1.627140436990885
Would you relax? I know what I am doing. This is how he wears it.,would you relax I know what I am doing this is how he wears it,False,True,1.0107855170062976
Julie.,Julie,False,True,0.40705604100367054
What?!,,False,False,0.24105248000705615
Jody!,Jody,False,True,0.47098160500172526
You were with Julie?,look,False,True,1.1181907870050054
"Look, when it started I was just trying to be nice to her because she was my brother's girlfriend.",when it started I was just trying to be nice to her because she was my brother girlfriend,False,True,0.8027118829922983
"And then, one thing led to another and, before I knew it, we were...shopping.",and then one thing led to another and before I knew it we were,False,True,1.2166603740042774
Oh. Oh my God.,oh my God,False,True,0.5061741559911752
"Honey, wait. We only did it once. It didn't mean anything to me.",we only get it once I didn't mean anything to me,False,True,0.9088269430067157
"Yeah, right.  Sure!",,False,False,0.7122044169955188
"Really, Rachel, I was thinking of you the whole time.",Rachel I was thinking of you the whole time,False,True,0.9166467289905995
"Look, I'm sorry, all right.",I'm sorry alright,False,True,0.8110386339976685
I never meant for you to find out!,I never meant for you to buy,False,True,0.30353742399893235
"Oh, please, you wanted to get caught.",,False,False,0.8106465970049612
That is not true!,,False,False,0.5074371439986862
"Oh, so you just sort of happened to leave it in here?",Captain deleted,False,True,1.2286363859893754
Did it ever occur to you that I might just be that stupid?,stupid,False,True,0.9124337149987696
"Ok, Monica. I just have to know one thing. Did you go with her to",okay Monica I just have to know one thing did you go with her to Bloomingdale's,False,True,1.5229491609934485
Yeah!,,False,False,0.5082661320047919
I cant say.,I can't say,False,True,0.4046708609967027
Why?!,,False,False,0.22039250000671018
Why not?,why not,False,True,0.3848512930126162
I cant say because hes famous.,I can't stay because he's famous,False,True,0.6120981709973421
"Oh my God, who is it?!",oh my God,False,True,0.5076179680036148
"Phoebe, come on, you have to tell us.",,False,False,0.608660725003574
"Okay, okay. Its James Brolin. James Brolin is the father of my baby.",okay okay it's James Brolin,False,True,1.2116628999938257
As in Barbara Streisands husband James Brolin?,Barbra Streisand's husband James Brolin,False,True,1.4271119790064404
What?! Well he never said that to me!,I never said that to me,False,True,0.9153812100121286
In,in this life Phoebe,False,True,0.8100337010109797
"Oh, this life! Oh okay no, Chandler's is worse.",Avent 500 Kano Chandler,False,True,1.117662051008665
"Man, it must be so cool remembering stuff like that! I don't have any past life memories.",people who remembers stuff like that,False,True,0.8086592269974062
Of course you don't sweetie. You're brand new.,you don't sweetie your brand new,False,True,0.8466889409901341
I know Monica's worst Thanksgiving.,I know Monica is worse things give,False,True,0.6816878380050184
"Oh, let's not tell this story.",let's not tell the story,False,True,0.916691621998325
"Oh, come on!",,False,False,0.504051972005982
"Oh no, I know! I know! It's the one where Joey got Monica's turkey stuck on his head!",I know it's the one where Joey is turkey stuck on his head,False,True,2.034436290996382
What?! Joey got a turkey stuck on his head?!,,False,False,1.1166445089911576
"Hey, it's not like it sounds.",,False,False,0.4069259559910279
It's,,False,False,0.31702458899235353
"Wendy, we had a deal!  Yeah, you promised! Wendy! Wendy! Wendy!",Wendy if we had a deal yet you promise,False,True,0.7972633720055455
Who was that?,,False,False,0.7101557440037141
Wendy bailed. I have no waitress.,Wendy Bell,False,True,0.579949756996939
Oh... that's too bad. Bye bye.,that's too bad,False,True,0.7345204860030208
Ten dollars an hour.,$10 an hour,False,True,0.40729530800308567
No.,,False,False,0.29358719500305597
Twelve dollars an hour.,$12 an hour,False,True,0.41706234599405434
"Mon. I wish I could, but I've made plans to walk around.",man I wish I could but I've made plans to walk around,False,True,0.708528777002357
"You know, Rachel, when you ran out of your wedding, I was there for you.",when you ran out of your wedding I would therefore you,False,True,0.5165412700007437
"I put a roof over your head, and if that means nothing to you...  twenty dollars an hour.",I put a roof over your head and if that means nothing to you $20 an hour,False,True,1.407551707001403
Done.,,False,False,0.5076948210044065
"The reactors gonna blow in three seconds, were never gonna make it!",3 minutes till the reactor blows we're never going to make it,False,True,0.810343389006448
Youve got to get out of here! Save yourself!,you've got to get out of here save yourself,False,True,0.6056247599917697
No! I wont leave you!,no I won't leave,False,True,0.5082292759907432
"Dont worry about me, Im a robot! Im just a machine!!",don't worry about me I'm a robot,False,True,1.1145682850037701
No youre not! Not to me!,oh you're not not to me,False,True,0.6077955079963431
Oh my God.,oh my God,False,True,0.35989962400344666
What?,,False,False,0.33447226700081956
I am,I am extremely talented,False,True,0.7214388440042967
"Yeah, youre great! Okay, lets take it from",,False,False,1.1103749600006267
"No, I mean I was really acting my ass off.",okay let's take my ass off,False,True,1.328049354997347
"Yeah, I thought I was pretty good too.",I thought I was speaking to,False,True,0.6106648800050607
"Oh yeah, youre solid. Yeah, youre just no me.",,False,False,0.5051938669930678
Yknow what? I think thats enough for now. Yeah. I dont want to be over rehearsed.,you know what I think that's enough for now,False,True,0.8072574990073917
Fine!,,False,False,0.5088164870103355
Ill do it without you!,I do without you,False,True,0.6089672969974345
I dont need you or anybody else!,I don't need you or anybody else,False,True,0.9135148269997444
Im gonna make it on my own!,how can I make it,False,True,0.4002497159963241
Youll see!!,,False,False,0.7098595729912631
Youll,,False,False,0.20445790400845
I can't believe that Ross is gone. It is just so sad.,I can't read the Ross is gone it isn't so sad,False,True,0.8087624929903541
I didn't know Ross and you were so close.,I didn't know you were so close,False,True,0.7110447459999705
We weren't but we had one class together. He was such a great    guy and he talked so passionately about science. I always remembered him.,we weren't we had one class together that's a great guy and he talked so passionately about sign I was remembered him,False,True,2.22949668399815
I'm sure that would mean a lot to him.,always remembered him that would mean a lot to him,False,True,0.6061651310010348
"And if heaven has a    door, I'm sure he's pressing his ear up against it and listening intently.",and If Heaven has a door I'm sure he's pressing his ear up against it and listening intently,False,True,1.03892298899882
I thought so many times about calling him and asking him out.    I guess I really missed my chance.,I thought so many times about calling him and asking him out either but really miss my chance,False,True,1.394268832009402
But you didn't!,,False,False,0.7146967449953081
I'm still alive!!,,False,False,0.5065797279967228
"Kori, I know this is a big surprise for you.",play I know this is a big surprise.,False,True,1.0187261639948701
It's a long story but the things    you just said really made my day!,it's a long story made my,False,True,0.7073174269899027
"I mean, the fact that you are here means more    to me than if this room were filled with people!",I mean the fact that you were here means more to me than people,False,True,1.0111195409990614
